text,label
"the script is high on squaddie banter , low on shocks .",0
skip this turd and pick your nose instead because you're sure to get more out of the latter experience .,0
"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses ) .",0
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",0
"it's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing .",1
the wild thornberrys movie is a jolly surprise .,1
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .",1
you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .,0
all prints of this film should be sent to and buried on pluto .,0
the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,1
"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",0
haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed .,1
"for those in search of something different , wendigo is a genuinely bone-chilling tale .",1
"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",0
trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .,0
putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,0
what doesn't this film have that an impressionable kid couldn't stand to hear ?,1
the pianist is polanski's best film .,1
the whole thing comes off like a particularly amateurish episode of bewitched that takes place during spring break .,0
there are now two signs that m . night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .,0
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",1
the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles .,0
plays like a glossy melodrama that occasionally verges on camp .,0
will warm your heart without making you feel guilty about it .,1
"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",1
"a taut , sobering film .",1
"the acting by the over-25s lacks spark , with csokas particularly unconnected .",0
"the funny thing is , i didn't mind all this contrived nonsense a bit .",1
"a tender , heartfelt family drama .",1
it's just plain .,0
a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,0
it took 19 predecessors to get this ?,1
"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes .",0
o Último suspeito ganha força ao também funcionar em uma esfera adicional : a do drama familiar .,1
a plodding look at the french revolution through the eyes of aristocrats .,0
"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1
"collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its attitude and its obliviousness .",0
showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,1
the movie's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,0
"nonsensical , "" cyber-horror "" flick is a grim , hollow exercise in flat scares and acting .",0
"an ugly , pointless , stupid movie .",0
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",0
an awkwardly contrived exercise in magic realism .,0
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions .",1
"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it's a pleasure to enjoy their eccentricities .",1
sex is one of those films that aims to confuse .,1
"the creaking , rusty ship makes a fine backdrop , but the ghosts' haunting is routine .",0
"for all its violence , the movie is remarkably with only caine making much of an impression .",0
a piquant meditation on the things that prevent people from reaching happiness .,1
"i've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",0
"we root for [clara and paul] , even like them , though perhaps it's an emotion closer to pity .",1
"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel .",0
"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle .",1
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,0
"whatever satire lucky break was aiming for , it certainly got lost in the "" soon-to-be-forgettable "" section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars",0
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,1
"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",1
"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt .",1
"mcconaughey's fun to watch , the dragons are okay , not much fire in the script .",0
"if you're not totally weirded- out by the notion of cinema as community-therapy spectacle , quitting hits home with disorienting force .",1
an irresistible combination of a rousing good story set on a truly grand scale .,1
davis has filled out his cast with appealing fresh faces .,1
"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",1
delivers roughly equal amounts of beautiful movement and inside information .,1
"in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box .",1
"director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you're going to subjugate truth to the tear-jerking demands of soap opera ?",0
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1
it gives devastating testimony to both people's capacity for evil and their heroic capacity for good .,1
storytelling feels slight .,0
"stinks from start to finish , like a wet burlap sack of gloom .",0
it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .,1
"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully .",0
a film with contemporary political resonance illustrated by a winning family story .,1
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1
"sean penn , you owe nicolas cage an apology .",1
"hollywood ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",1
"while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation .",1
"combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that's not merely about kicking undead * * * , but also about dealing with regret and , ultimately , finding redemption .",1
"the old-world- meets-new mesh is incarnated in the movie's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .",1
"polished , well-structured film .",1
this movie is about the worst thing chan has done in the united states .,0
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0
my response to the film is best described as lukewarm . maybe i found the proceedings a little bit too conventional .,0
what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best .,0
"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , cannot overcome blah characters .",0
"while howard's appreciation of brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast .",0
dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,0
ms . hutchins is talented enough and charismatic enough to make us care about zelda's ultimate fate .,1
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .,1
"offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie , largely devoid of charm .",0
the cold turkey would've been a far better title .,0
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1
"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",1
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly ( like one of hubert's punches ) , but it should go down smoothly enough with popcorn .",0
horrible,0
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .",1
the movie fails to live up to the sum of its parts .,0
when it really counts . . . bloody sunday connects on a visceral level that transcends language .,1
[reaches] wholly believable and heart-wrenching depths of despair .,1
"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .",0
"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets .",0
"another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .",0
mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .,0
"a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",0
"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch .",1
"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself .",1
"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion .",1
intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject .,0
may be the most undeserving victim of critical overkill since town and country .,1
"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1
"the vintage is pure '87 , with a halfhearted twist on its cautionary message : fatal attraction = don't have an affair with a nutjob ; unfaithful = don't if you're married to one .",0
we have an actor who is great fun to watch performing in a film that is only mildly diverting .,0
secretary is not a movie about fetishism . it is a movie about passion .,1
"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '",0
a knowing sense of humor and a lot of warmth ignite son of the bride .,1
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam'ron seal the deal .",1
the problem is that the movie has no idea of it is serious or not .,0
plays like the old disease-of-the-week small-screen melodramas .,0
"exactly what its title implies : lusty , boisterous and utterly charming .",1
"the best thing about the movie is its personable , amusing cast .",0
"even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there's something vital about the movie .",1
"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",0
"co-writer/director jonathan parker's attempts to fashion a brazil-like , hyper-real satire fall dreadfully short .",0
a minor picture with a major identity crisis -- it's sort of true and it's sort of bogus and it's ho-hum all the way through .,0
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,0
[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,1
"abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed . the only problem is that , by the end , no one in the audience or the film seems to really care .",0
"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .",1
. . . the last time i saw a theater full of people constantly checking their watches was during my sats .,0
been there done that .,0
"skins has a right to yawp , and we have a right to our grains of salt .",0
"stephen earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition  wearing a cloak of unsentimental , straightforward text  when it's really an exercise in gross romanticization of the delusional personality type .",0
knows how to make our imagination wonder .,1
"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both .",0
"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool .",0
"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then .",0
"stay clear of reminding yourself that it's a "" true story "" and you're likely to have one helluva time at the movies .",1
"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while , but it also happens to be the movie's most admirable quality",1
"it is a testament of quiet endurance , of common concern , of reconciled survival .",1
"el título no engaña : la película narra una historia donde una mujer enfrentará cierta realidad , y donde el sexo es . . .",1
"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer .",1
"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .",1
"for the future , one hopes mr . plympton will find room for one more member of his little band , a professional screenwriter .",0
"a solid cast , assured direction and complete lack of modern day irony .",1
[a] crushing disappointment .,0
it's hard to imagine another director ever making his wife look so in a major movie .,0
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .,1
"i didn't find much fascination in the swinging . what they're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking .",0
"[cho's face is] an amazing slapstick instrument , creating a scrapbook of living mug shots .",1
[it's] a clever thriller with enough unexpected twists to keep our interest .,1
"a thoroughly engaging , surprisingly touching british comedy .",1
dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .,1
"not the best herzog perhaps , but unmistakably herzog .",1
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,1
"watching it is rather like an overlong visit from a large group of your relatives . as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",0
"technically , the film is about as interesting as an insurance commercial .",0
"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",0
"the mood , look and tone of the film fit the incredible storyline to a t .",1
fred schepisi's tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .,1
"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride .",1
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,0
"like life on the island , the movie grows despite the scenery .",0
"though harris is affecting at times , he cannot overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",0
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",0
"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",1
"droll caper-comedy remake of "" big deal on madonna street "" that's a sly , amusing , laugh-filled little gem in which the ultimate "" bellini "" begins to look like a "" real kaputschnik . """,1
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .",1
"i've seen some singer-turned actors , but lil bow wow takes the cake .",0
they takes a long time to get to its gasp-inducing ending .,0
"there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable .",1
"star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty .",0
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight .",0
tian emphasizes the isolation of these characters by confining color to liyan's backyard .,1
. . . liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario . too .,0
"( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . .",1
"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",1
i found myself more appreciative of what the director was trying to do than of what he had actually done .,0
"i was trying to decide what annoyed me most about god is great . . . i'm not , and then i realized that i just didn't care .",0
"the film's real appeal won't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .",1
i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city's old-world charm before machines change nearly everything .,1
"it's the kind of movie you can't quite recommend because it is all windup and not much of a pitch , yet you can't bring yourself to dislike it .",0
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",1
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",0
""" roger michell ( "" notting hill "" ) directs a morality thriller . """,0
"you're not merely watching history , you're engulfed by it .",1
"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .",1
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",1
"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos .",1
"one of the most haunting , viciously honest coming-of-age films in recent memory .",1
"a crisp psychological drama [and] a fascinating little thriller that would have been perfect for an old "" twilight zone "" episode .",1
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters .,1
the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,0
"according to the script , grant and bullock's characters are made for each other . but you'd never guess that from the performances .",0
"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",0
"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '",1
the story . . . is moldy and obvious .,0
even those who would like to dismiss the film outright should find much to mull and debate .,1
a lame comedy .,0
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",0
roman polanski's autobiographical gesture at redemption is better than 'shindler's list' - it is more than merely a holocaust movie .,1
"while the film misfires at every level , the biggest downside is the paucity of laughter in what's supposed to be a comedy .",0
"a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .",0
hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff .,0
"everything about girls can't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",0
a wordy wisp of a comedy .,0
"while it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it's alarmingly current .",1
an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .,0
at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,1
"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged .",0
"nohe's documentary about the event is sympathetic without being gullible : he isn't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",1
girls gone wild and gone civil again,1
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,0
writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured .,1
"mr . clooney , mr . kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",1
demands too much of most viewers .,0
"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism .",0
an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,1
a heartening tale of small victories and enduring hope .,1
one of the most highly-praised disappointments i've had the misfortune to watch in quite some time .,0
an awful snooze .,0
"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",1
"life or something like it has its share of high points , but it misses too many opportunities .",0
"as green-guts monster movies go , it's a beaut .",1
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0
"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",1
one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead .,1
"nasty , ugly , pointless and depressing , even if you hate clowns .",0
"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",0
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",0
"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin .",0
"meandering and glacially paced , and often just plain .",0
"it's getting harder and harder to ignore the fact that hollywood isn't laughing with us , folks . it's laughing at us .",0
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,0
". . . while each moment of this broken character study is rich in emotional texture , the journey doesn't really go anywhere .",1
"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life .",1
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick .,0
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,1
"manages to be original , even though it rips off many of its ideas .",1
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",1
jagger the actor is someone you want to see again .,1
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",1
"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",0
poignant and funny .,1
"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",1
[a] real pleasure in its laid-back way .,1
". . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .",1
"since the movie is based on a nicholas sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",0
"afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen's men is finally just one long drag .",0
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,0
there's no way to sort out the mess in our heads and deconstruct where it all went wrong . this is an hour and a half of daydreaming .,0
the sort of movie that gives tastelessness a rap .,0
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",1
"what "" empire "" lacks in depth it makes up for with its heart .",1
"there isn't nearly enough fun here , despite the presence of some appealing ingredients .",0
"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless .",0
"the most amazing super-sized dosage of goofball stunts any "" jackass "" fan could want .",1
"worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",0
eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters .,1
"if you can stomach the rough content , it's worth checking out for the performances alone .",1
"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience .",1
"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't .",1
"a movie that's held captive by mediocrity . not , but not all that good . bacon keeps things interesting , but don't go out of your way to pay full price .",0
even die-hard fans of japanese animation . . . will find this one a challenge .,0
"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",1
"tries too hard to be funny in a way that's too loud , too goofy and too short of an attention span .",0
an undistinguished attempt to make a classic theater piece cinematic .,0
what should have been a cutting hollywood satire is instead about as fresh as last week's issue of variety .,0
"movie fans , get ready to take off . . . the other direction .",0
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",1
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0
"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey .",0
"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes .",1
"at a time when half the so-called real movies are little more than live-action cartoons , it's refreshing to see a cartoon that knows what it is , and knows the form's history .",1
an essentially awkward version of the lightweight female empowerment picture we've been watching for decades,0
"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",1
"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",1
"this is a fragmented film , once a good idea that was followed by the idea to turn it into a movie .",0
"swinging , the film makes it seem , is not a hobby that attracts the young and fit . or intelligent .",0
one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,0
a beautifully made piece of unwatchable drivel .,0
"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire .",0
"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . .",1
"it's best to avoid imprisonment with the , nerdy folks that inhabit cherish .",0
a relative letdown .,0
troubling and powerful .,1
a frustrating combination of strained humor and heavy-handed sentimentality .,0
"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic .",1
"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",1
"as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ?",0
"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1
"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff's documentary , hell house , reflects their earnestness  which makes for a terrifying film .",1
"the tone is balanced , reflective and reasonable .",1
"though it runs 163 minutes , safe conduct is anything but languorous . it's packed to bursting with incident , and with scores of characters , some fictional , some from history .",1
"a "" home alone "" film that is staged like "" rosemary's baby , "" but is not as well-conceived as either of those films .",0
"stale , futile scenario .",0
"in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context .",0
"if you're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you're at the right film .",1
"predictable and cloying , though brown sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle .",0
"in exactly 89 minutes , most of which passed as slowly as if i'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey .",0
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",0
"it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .",0
creepy but ultimately unsatisfying thriller .,0
"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through .",0
"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience .",0
"it's all very cute , though not terribly funny if you're more than six years old .",0
"purposefully shocking in its eroticized gore , if unintentionally in its lack of poetic frissons .",0
"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .",1
"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers .",0
"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",0
"you come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story .",0
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,0
"this documentary is a dazzling , remarkably unpretentious reminder of what [evans] had , lost , and got back .",1
a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .,1
one of the oddest and most inexplicable sequels in movie history .,0
"lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you'll leave the theater wondering why these people mattered .",0
"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .",1
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly .,0
"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .",1
"a delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",1
"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",1
the sweetest thing is expressly for idiots who don't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,0
none of birthday girl's calculated events take us by surprise . . .,0
flaunts its quirky excesses like a new year's eve drunk sporting a paper party hat .,0
"the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release .",1
"maybe leblanc thought , "" hey , the movie about the baseball-playing monkey was worse . """,0
"not only unfunny , but downright repellent .",0
many of benjamins' elements feel like they've been patched in from an episode of miami vice .,0
"holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back !",1
"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",1
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1
high crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience .,1
why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
"the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication .",0
